scaffold,position,start,end,midpoint,sites,sitesOverMinExD,ABBA,BABA,D,fG,fhom,fd
HE671283,367500,365001,370001,366854,2699,1865,NA,NA,NA,NA,NA,NA
HE671283,372500,370001,375001,373442,3073,2952,NA,NA,NA,NA,NA,NA
HE671283,377500,375001,380001,377501,5000,4975,NA,NA,NA,NA,NA,NA
HE671283,382500,380001,385001,382501,4928,4827,NA,NA,NA,NA,NA,NA
HE671283,387500,385001,390001,387501,4898,4475,NA,NA,NA,NA,NA,NA
HE671283,392500,390001,395001,392501,4927,4878,NA,NA,NA,NA,NA,NA
HE671283,397500,395001,400001,397501,4730,3995,NA,NA,NA,NA,NA,NA
HE671283,402500,400001,405001,402501,4755,4511,NA,NA,NA,NA,NA,NA
HE671283,407500,405001,410001,407501,4627,4062,NA,NA,NA,NA,NA,NA
HE671283,412500,410001,415001,412501,4596,4050,NA,NA,NA,NA,NA,NA
HE671283,417500,415001,420001,417501,3676,2906,NA,NA,NA,NA,NA,NA
HE671283,422500,420001,425001,422529,4812,4339,NA,NA,NA,NA,NA,NA
HE671283,427500,425001,430001,427501,4626,3935,NA,NA,NA,NA,NA,NA
HE671283,432500,430001,435001,432501,4760,4273,NA,NA,NA,NA,NA,NA
HE671283,437500,435001,440001,437475,4698,4235,NA,NA,NA,NA,NA,NA
HE671283,442500,440001,445001,442689,4134,3823,NA,NA,NA,NA,NA,NA
HE671283,447500,445001,450001,447379,4597,3986,NA,NA,NA,NA,NA,NA
HE671283,452500,450001,455001,452573,4050,3526,NA,NA,NA,NA,NA,NA
HE671283,457500,455001,460001,457501,4946,4767,NA,NA,NA,NA,NA,NA
HE671283,462500,460001,465001,461787,3542,3405,NA,NA,NA,NA,NA,NA
HE671283,467500,465001,470001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671281,2500,1,5001,2534,4271,2217,NA,NA,NA,NA,NA,NA
HE671281,7500,5001,10001,7501,4951,4813,NA,NA,NA,NA,NA,NA
HE671281,12500,10001,15001,12501,1930,1660,NA,NA,NA,NA,NA,NA
HE671281,17500,15001,20001,17454,2760,1844,NA,NA,NA,NA,NA,NA
HE671281,22500,20001,25001,22526,3424,2522,NA,NA,NA,NA,NA,NA
HE671281,27500,25001,30001,27501,4934,4821,NA,NA,NA,NA,NA,NA
HE671281,32500,30001,35001,32501,4172,3705,NA,NA,NA,NA,NA,NA
HE671281,37500,35001,40001,37501,4767,4584,NA,NA,NA,NA,NA,NA
HE671281,42500,40001,45001,42501,4532,4178,NA,NA,NA,NA,NA,NA
HE671281,47500,45001,50001,47440,2040,1711,NA,NA,NA,NA,NA,NA
HE671281,52500,50001,55001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671279,2500,1,5001,2524,4869,4721,NA,NA,NA,NA,NA,NA
HE671279,7500,5001,10001,7397,4449,3986,NA,NA,NA,NA,NA,NA
HE671279,12500,10001,15001,12856,4160,3699,NA,NA,NA,NA,NA,NA
HE671279,17500,15001,20001,17501,4774,4427,NA,NA,NA,NA,NA,NA
HE671279,22500,20001,25001,22501,4948,4866,NA,NA,NA,NA,NA,NA
HE671279,27500,25001,30001,27501,4509,4505,NA,NA,NA,NA,NA,NA
HE671279,32500,30001,35001,32501,4998,4992,NA,NA,NA,NA,NA,NA
HE671279,37500,35001,40001,37501,3869,3536,NA,NA,NA,NA,NA,NA
HE671279,42500,40001,45001,42501,4982,4979,NA,NA,NA,NA,NA,NA
HE671279,47500,45001,50001,47275,4431,4238,NA,NA,NA,NA,NA,NA
HE671279,52500,50001,55001,53114,3750,3708,NA,NA,NA,NA,NA,NA
HE671279,57500,55001,60001,57501,4932,4876,NA,NA,NA,NA,NA,NA
HE671279,62500,60001,65001,62501,4982,4818,NA,NA,NA,NA,NA,NA
HE671279,67500,65001,70001,67501,4968,4871,NA,NA,NA,NA,NA,NA
HE671279,72500,70001,75001,72501,4934,4720,NA,NA,NA,NA,NA,NA
HE671279,77500,75001,80001,75168,334,NA,NA,NA,NA,NA,NA,NA
HE671277,2500,1,5001,2502,4886,4574,NA,NA,NA,NA,NA,NA
HE671277,7500,5001,10001,7501,4512,4254,NA,NA,NA,NA,NA,NA
HE671277,12500,10001,15001,12501,4987,4824,NA,NA,NA,NA,NA,NA
HE671277,17500,15001,20001,17501,4829,4013,NA,NA,NA,NA,NA,NA
HE671277,22500,20001,25001,21977,3818,3471,NA,NA,NA,NA,NA,NA
HE671277,27500,25001,30001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671275,2500,1,5001,2501,4278,4025,NA,NA,NA,NA,NA,NA
HE671275,7500,5001,10001,7501,4857,4472,NA,NA,NA,NA,NA,NA
HE671275,12500,10001,15001,12501,4456,3613,NA,NA,NA,NA,NA,NA
HE671275,17500,15001,20001,17501,4894,4378,NA,NA,NA,NA,NA,NA
HE671275,22500,20001,25001,22501,4813,4126,NA,NA,NA,NA,NA,NA
HE671275,27500,25001,30001,27501,4715,4390,NA,NA,NA,NA,NA,NA
HE671275,32500,30001,35001,30953,1892,1859,NA,NA,NA,NA,NA,NA
HE671275,37500,35001,40001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671273,2500,1,5001,2506,3682,3566,NA,NA,NA,NA,NA,NA
HE671273,7500,5001,10001,7501,4956,4833,NA,NA,NA,NA,NA,NA
HE671273,12500,10001,15001,12501,4945,4561,NA,NA,NA,NA,NA,NA
HE671273,17500,15001,20001,17501,4989,4895,NA,NA,NA,NA,NA,NA
HE671273,22500,20001,25001,22501,4989,4934,NA,NA,NA,NA,NA,NA
HE671273,27500,25001,30001,27501,4941,4886,NA,NA,NA,NA,NA,NA
HE671273,32500,30001,35001,32501,4871,4820,NA,NA,NA,NA,NA,NA
HE671273,37500,35001,40001,37501,4700,4460,NA,NA,NA,NA,NA,NA
HE671273,42500,40001,45001,42501,5000,4917,NA,NA,NA,NA,NA,NA
HE671273,47500,45001,50001,47501,4956,4918,NA,NA,NA,NA,NA,NA
HE671273,52500,50001,55001,52501,4989,4972,NA,NA,NA,NA,NA,NA
HE671273,57500,55001,60001,57501,4980,4895,NA,NA,NA,NA,NA,NA
HE671273,62500,60001,65001,62501,4955,4803,NA,NA,NA,NA,NA,NA
HE671273,67500,65001,70001,67501,4897,4819,NA,NA,NA,NA,NA,NA
HE671273,72500,70001,75001,72501,4921,4826,NA,NA,NA,NA,NA,NA
HE671273,77500,75001,80001,77501,4924,4651,NA,NA,NA,NA,NA,NA
HE671273,82500,80001,85001,82502,4923,4527,NA,NA,NA,NA,NA,NA
HE671273,87500,85001,90001,87501,4868,4759,NA,NA,NA,NA,NA,NA
HE671273,92500,90001,95001,91766,2972,2414,NA,NA,NA,NA,NA,NA
HE671273,97500,95001,100001,97713,4287,4090,NA,NA,NA,NA,NA,NA
HE671273,102500,100001,105001,102501,4969,4929,NA,NA,NA,NA,NA,NA
HE671273,107500,105001,110001,107501,4508,3543,NA,NA,NA,NA,NA,NA
HE671273,112500,110001,115001,112501,3657,2775,NA,NA,NA,NA,NA,NA
HE671273,117500,115001,120001,117501,4861,4533,NA,NA,NA,NA,NA,NA
HE671273,122500,120001,125001,122501,4929,4870,NA,NA,NA,NA,NA,NA
HE671273,127500,125001,130001,127501,4987,4968,NA,NA,NA,NA,NA,NA
HE671273,132500,130001,135001,132500,4987,4834,NA,NA,NA,NA,NA,NA
HE671273,137500,135001,140001,137501,4117,3527,NA,NA,NA,NA,NA,NA
HE671273,142500,140001,145001,142501,4862,4740,NA,NA,NA,NA,NA,NA
HE671273,147500,145001,150001,147501,4950,4818,NA,NA,NA,NA,NA,NA
HE671273,152500,150001,155001,152501,4986,4944,NA,NA,NA,NA,NA,NA
HE671273,157500,155001,160001,157501,4940,4789,NA,NA,NA,NA,NA,NA
HE671273,162500,160001,165001,162501,4972,4456,NA,NA,NA,NA,NA,NA
HE671273,167500,165001,170001,167501,4820,4599,NA,NA,NA,NA,NA,NA
HE671273,172500,170001,175001,172501,4964,4916,NA,NA,NA,NA,NA,NA
HE671273,177500,175001,180001,177501,4964,4936,NA,NA,NA,NA,NA,NA
HE671273,182500,180001,185001,182501,4986,4882,NA,NA,NA,NA,NA,NA
HE671273,187500,185001,190001,187501,4654,3551,NA,NA,NA,NA,NA,NA
HE671273,192500,190001,195001,192501,3525,1574,NA,NA,NA,NA,NA,NA
HE671273,197500,195001,200001,197501,5000,3767,NA,NA,NA,NA,NA,NA
HE671273,202500,200001,205001,202499,4981,4887,NA,NA,NA,NA,NA,NA
HE671273,207500,205001,210001,207501,4996,4707,NA,NA,NA,NA,NA,NA
HE671273,212500,210001,215001,212460,4698,3474,NA,NA,NA,NA,NA,NA
HE671273,217500,215001,220001,217778,2845,1491,NA,NA,NA,NA,NA,NA
HE671273,222500,220001,225001,222357,1124,808,NA,NA,NA,NA,NA,NA
HE671273,227500,225001,230001,227108,1758,1600,NA,NA,NA,NA,NA,NA
HE671273,232500,230001,235001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671271,2500,1,5001,2502,4285,3960,NA,NA,NA,NA,NA,NA
HE671271,7500,5001,10001,7501,4574,4101,NA,NA,NA,NA,NA,NA
HE671271,12500,10001,15001,12501,4822,4567,NA,NA,NA,NA,NA,NA
HE671271,17500,15001,20001,17501,4959,4852,NA,NA,NA,NA,NA,NA
HE671271,22500,20001,25001,22501,4931,4658,NA,NA,NA,NA,NA,NA
HE671271,27500,25001,30001,27501,4774,4679,NA,NA,NA,NA,NA,NA
HE671271,32500,30001,35001,32501,4983,4892,NA,NA,NA,NA,NA,NA
HE671271,37500,35001,40001,37501,4947,4874,NA,NA,NA,NA,NA,NA
HE671271,42500,40001,45001,42501,4996,4937,NA,NA,NA,NA,NA,NA
HE671271,47500,45001,50001,47501,4999,4971,NA,NA,NA,NA,NA,NA
HE671271,52500,50001,55001,52501,4938,4745,NA,NA,NA,NA,NA,NA
HE671271,57500,55001,60001,57255,4363,4061,NA,NA,NA,NA,NA,NA
HE671271,62500,60001,65001,62607,4738,4598,NA,NA,NA,NA,NA,NA
HE671271,67500,65001,70001,67501,4936,4707,NA,NA,NA,NA,NA,NA
HE671271,72500,70001,75001,72501,4937,4853,NA,NA,NA,NA,NA,NA
HE671271,77500,75001,80001,77501,4917,4787,NA,NA,NA,NA,NA,NA
HE671271,82500,80001,85001,82501,4916,4517,NA,NA,NA,NA,NA,NA
HE671271,87500,85001,90001,87501,4959,4820,NA,NA,NA,NA,NA,NA
HE671271,92500,90001,95001,92501,4937,4787,NA,NA,NA,NA,NA,NA
HE671271,97500,95001,100001,97501,4902,4471,NA,NA,NA,NA,NA,NA
HE671271,102500,100001,105001,102501,4961,4884,NA,NA,NA,NA,NA,NA
HE671271,107500,105001,110001,107501,4977,4923,NA,NA,NA,NA,NA,NA
HE671271,112500,110001,115001,112501,4975,4895,NA,NA,NA,NA,NA,NA
HE671271,117500,115001,120001,117501,3988,3595,NA,NA,NA,NA,NA,NA
HE671271,122500,120001,125001,122501,4959,4899,NA,NA,NA,NA,NA,NA
HE671271,127500,125001,130001,127501,4006,3520,NA,NA,NA,NA,NA,NA
HE671271,132500,130001,135001,132501,3778,3601,NA,NA,NA,NA,NA,NA
HE671271,137500,135001,140001,137501,4925,4601,NA,NA,NA,NA,NA,NA
HE671271,142500,140001,145001,142501,4985,4849,NA,NA,NA,NA,NA,NA
HE671271,147500,145001,150001,147501,4986,4942,NA,NA,NA,NA,NA,NA
HE671271,152500,150001,155001,152501,4962,4892,NA,NA,NA,NA,NA,NA
HE671271,157500,155001,160001,157501,4993,4973,NA,NA,NA,NA,NA,NA
HE671271,162500,160001,165001,162501,4950,4895,NA,NA,NA,NA,NA,NA
HE671271,167500,165001,170001,167501,4944,4822,NA,NA,NA,NA,NA,NA
HE671271,172500,170001,175001,172501,4954,4810,NA,NA,NA,NA,NA,NA
HE671271,177500,175001,180001,177501,4919,4772,NA,NA,NA,NA,NA,NA
HE671271,182500,180001,185001,182501,4948,4760,NA,NA,NA,NA,NA,NA
HE671271,187500,185001,190001,187501,4835,4718,NA,NA,NA,NA,NA,NA
HE671271,192500,190001,195001,192501,4929,4843,NA,NA,NA,NA,NA,NA
HE671271,197500,195001,200001,197501,4928,4887,NA,NA,NA,NA,NA,NA
HE671271,202500,200001,205001,202501,4933,4806,NA,NA,NA,NA,NA,NA
HE671271,207500,205001,210001,207501,4930,4645,NA,NA,NA,NA,NA,NA
HE671271,212500,210001,215001,212501,4957,4873,NA,NA,NA,NA,NA,NA
HE671271,217500,215001,220001,217501,4897,4666,NA,NA,NA,NA,NA,NA
HE671271,222500,220001,225001,222501,4912,4779,NA,NA,NA,NA,NA,NA
HE671271,227500,225001,230001,227501,4972,4847,NA,NA,NA,NA,NA,NA
HE671271,232500,230001,235001,232501,4926,4863,NA,NA,NA,NA,NA,NA
HE671271,237500,235001,240001,237501,4989,4930,NA,NA,NA,NA,NA,NA
HE671271,242500,240001,245001,242395,2784,2091,NA,NA,NA,NA,NA,NA
HE671271,247500,245001,250001,248855,2062,1700,NA,NA,NA,NA,NA,NA
HE671271,252500,250001,255001,252501,4929,4872,NA,NA,NA,NA,NA,NA
HE671271,257500,255001,260001,257501,4988,4941,NA,NA,NA,NA,NA,NA
HE671271,262500,260001,265001,262501,4967,4912,NA,NA,NA,NA,NA,NA
HE671271,267500,265001,270001,267501,2945,2602,NA,NA,NA,NA,NA,NA
HE671271,272500,270001,275001,272501,4961,4911,NA,NA,NA,NA,NA,NA
HE671271,277500,275001,280001,277501,4953,4780,NA,NA,NA,NA,NA,NA
HE671271,282500,280001,285001,282501,4924,4476,NA,NA,NA,NA,NA,NA
HE671271,287500,285001,290001,287501,4976,4516,NA,NA,NA,NA,NA,NA
HE671271,292500,290001,295001,292501,4934,4746,NA,NA,NA,NA,NA,NA
HE671271,297500,295001,300001,297501,4871,4616,NA,NA,NA,NA,NA,NA
HE671271,302500,300001,305001,302501,4951,4729,NA,NA,NA,NA,NA,NA
HE671271,307500,305001,310001,307501,4933,4802,NA,NA,NA,NA,NA,NA
HE671271,312500,310001,315001,312501,4924,4879,NA,NA,NA,NA,NA,NA
HE671271,317500,315001,320001,317501,4977,4908,NA,NA,NA,NA,NA,NA
HE671271,322500,320001,325001,322501,4448,4023,NA,NA,NA,NA,NA,NA
HE671271,327500,325001,330001,327295,4557,4365,NA,NA,NA,NA,NA,NA
HE671271,332500,330001,335001,333629,2649,2196,NA,NA,NA,NA,NA,NA
HE671271,337500,335001,340001,337243,4363,3985,NA,NA,NA,NA,NA,NA
HE671271,342500,340001,345001,342614,4702,4495,NA,NA,NA,NA,NA,NA
HE671271,347500,345001,350001,347501,4926,4673,NA,NA,NA,NA,NA,NA
HE671271,352500,350001,355001,352501,4525,3958,NA,NA,NA,NA,NA,NA
HE671271,357500,355001,360001,357436,4031,3711,NA,NA,NA,NA,NA,NA
HE671271,362500,360001,365001,362547,4732,4495,NA,NA,NA,NA,NA,NA
HE671271,367500,365001,370001,367501,4980,4926,NA,NA,NA,NA,NA,NA
HE671271,372500,370001,375001,372496,4978,4822,NA,NA,NA,NA,NA,NA
HE671271,377500,375001,380001,377503,4969,4555,NA,NA,NA,NA,NA,NA
HE671271,382500,380001,385001,382499,4496,3620,NA,NA,NA,NA,NA,NA
HE671271,387500,385001,390001,387503,3649,3020,NA,NA,NA,NA,NA,NA
HE671271,392500,390001,395001,392501,4968,4781,NA,NA,NA,NA,NA,NA
HE671271,397500,395001,400001,397501,4840,4133,NA,NA,NA,NA,NA,NA
HE671271,402500,400001,405001,402501,4583,4341,NA,NA,NA,NA,NA,NA
HE671271,407500,405001,410001,407502,4769,4550,NA,NA,NA,NA,NA,NA
HE671271,412500,410001,415001,412501,4810,4427,NA,NA,NA,NA,NA,NA
HE671271,417500,415001,420001,417501,3241,2369,NA,NA,NA,NA,NA,NA
HE671271,422500,420001,425001,422501,5000,4983,NA,NA,NA,NA,NA,NA
HE671271,427500,425001,430001,427501,4973,4714,NA,NA,NA,NA,NA,NA
HE671271,432500,430001,435001,432501,4977,4935,NA,NA,NA,NA,NA,NA
HE671271,437500,435001,440001,437441,4794,4429,NA,NA,NA,NA,NA,NA
HE671271,442500,440001,445001,442700,4532,4242,NA,NA,NA,NA,NA,NA
HE671271,447500,445001,450001,447501,5000,4998,NA,NA,NA,NA,NA,NA
HE671271,452500,450001,455001,452501,4992,4908,NA,NA,NA,NA,NA,NA
HE671271,457500,455001,460001,457501,4944,4877,NA,NA,NA,NA,NA,NA
HE671271,462500,460001,465001,462501,4687,4133,NA,NA,NA,NA,NA,NA
HE671271,467500,465001,470001,467501,4940,4540,NA,NA,NA,NA,NA,NA
HE671271,472500,470001,475001,472501,4740,4303,NA,NA,NA,NA,NA,NA
HE671271,477500,475001,480001,477501,4348,3626,NA,NA,NA,NA,NA,NA
HE671271,482500,480001,485001,482501,4309,3630,NA,NA,NA,NA,NA,NA
HE671271,487500,485001,490001,487501,4475,4180,NA,NA,NA,NA,NA,NA
HE671271,492500,490001,495001,492501,4969,4458,NA,NA,NA,NA,NA,NA
HE671271,497500,495001,500001,497501,4971,4769,NA,NA,NA,NA,NA,NA
HE671271,502500,500001,505001,502501,4974,4631,NA,NA,NA,NA,NA,NA
HE671271,507500,505001,510001,507278,3463,3230,NA,NA,NA,NA,NA,NA
HE671271,512500,510001,515001,512607,3907,3423,NA,NA,NA,NA,NA,NA
HE671271,517500,515001,520001,517501,4907,4680,NA,NA,NA,NA,NA,NA
HE671271,522500,520001,525001,522501,4919,4645,NA,NA,NA,NA,NA,NA
HE671271,527500,525001,530001,527501,4532,3731,NA,NA,NA,NA,NA,NA
HE671271,532500,530001,535001,532501,4328,3304,NA,NA,NA,NA,NA,NA
HE671271,537500,535001,540001,537501,4831,4672,NA,NA,NA,NA,NA,NA
HE671271,542500,540001,545001,542501,4879,4572,NA,NA,NA,NA,NA,NA
HE671271,547500,545001,550001,547491,4319,3165,NA,NA,NA,NA,NA,NA
HE671271,552500,550001,555001,552503,3104,1760,NA,NA,NA,NA,NA,NA
HE671271,557500,555001,560001,557501,4324,3833,NA,NA,NA,NA,NA,NA
HE671271,562500,560001,565001,562501,3987,3079,NA,NA,NA,NA,NA,NA
HE671271,567500,565001,570001,566597,3047,2596,NA,NA,NA,NA,NA,NA
HE671271,572500,570001,575001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671269,182500,180001,185001,183501,2939,2809,NA,NA,NA,NA,NA,NA
HE671269,187500,185001,190001,187501,3923,3430,NA,NA,NA,NA,NA,NA
HE671269,192500,190001,195001,192501,4173,3978,NA,NA,NA,NA,NA,NA
HE671269,197500,195001,200001,197501,2295,1630,NA,NA,NA,NA,NA,NA
HE671269,202500,200001,205001,202500,3162,2968,NA,NA,NA,NA,NA,NA
HE671269,207500,205001,210001,207502,3874,3500,NA,NA,NA,NA,NA,NA
HE671269,212500,210001,215001,212501,4599,3941,NA,NA,NA,NA,NA,NA
HE671269,217500,215001,220001,217431,3091,2186,NA,NA,NA,NA,NA,NA
HE671269,222500,220001,225001,222803,4216,3842,NA,NA,NA,NA,NA,NA
HE671269,227500,225001,230001,227501,4836,4473,NA,NA,NA,NA,NA,NA
HE671269,232500,230001,235001,232501,4933,4591,NA,NA,NA,NA,NA,NA
HE671269,237500,235001,240001,237501,4911,4663,NA,NA,NA,NA,NA,NA
HE671269,242500,240001,245001,242501,4918,4696,NA,NA,NA,NA,NA,NA
HE671269,247500,245001,250001,247501,4936,4684,NA,NA,NA,NA,NA,NA
HE671269,252500,250001,255001,252501,4937,4699,NA,NA,NA,NA,NA,NA
HE671269,257500,255001,260001,257501,3763,3417,NA,NA,NA,NA,NA,NA
HE671269,262500,260001,265001,262501,4562,3936,NA,NA,NA,NA,NA,NA
HE671269,267500,265001,270001,267501,4917,4634,NA,NA,NA,NA,NA,NA
HE671269,272500,270001,275001,272501,4953,4669,NA,NA,NA,NA,NA,NA
HE671269,277500,275001,280001,277501,4068,3646,NA,NA,NA,NA,NA,NA
HE671269,282500,280001,285001,282467,3052,1843,NA,NA,NA,NA,NA,NA
HE671269,287500,285001,290001,287517,4622,3943,NA,NA,NA,NA,NA,NA
HE671269,292500,290001,295001,292501,4987,3702,NA,NA,NA,NA,NA,NA
HE671269,297500,295001,300001,297501,4944,1613,NA,NA,NA,NA,NA,NA
HE671269,302500,300001,305001,302501,3655,1940,NA,NA,NA,NA,NA,NA
HE671269,307500,305001,310001,307501,3397,1100,NA,NA,NA,NA,NA,NA
HE671269,312500,310001,315001,312501,4439,1944,NA,NA,NA,NA,NA,NA
HE671269,317500,315001,320001,317501,4982,2024,NA,NA,NA,NA,NA,NA
HE671269,322500,320001,325001,322501,4891,3250,NA,NA,NA,NA,NA,NA
HE671269,327500,325001,330001,327165,3465,2278,NA,NA,NA,NA,NA,NA
HE671269,332500,330001,335001,332590,3754,1366,NA,NA,NA,NA,NA,NA
HE671269,337500,335001,340001,337501,4894,1543,NA,NA,NA,NA,NA,NA
HE671269,342500,340001,345001,342501,3508,1578,NA,NA,NA,NA,NA,NA
HE671269,347500,345001,350001,347501,3832,2425,NA,NA,NA,NA,NA,NA
HE671269,352500,350001,355001,352501,4976,4919,NA,NA,NA,NA,NA,NA
HE671269,357500,355001,360001,357501,4945,4540,NA,NA,NA,NA,NA,NA
HE671269,362500,360001,365001,362501,4498,3366,NA,NA,NA,NA,NA,NA
HE671269,367500,365001,370001,367501,4940,4471,NA,NA,NA,NA,NA,NA
HE671269,372500,370001,375001,372488,4975,4969,NA,NA,NA,NA,NA,NA
HE671269,377500,375001,380001,377501,4975,4938,NA,NA,NA,NA,NA,NA
HE671269,382500,380001,385001,382501,4972,4944,NA,NA,NA,NA,NA,NA
HE671269,387500,385001,390001,387501,4899,4823,NA,NA,NA,NA,NA,NA
HE671269,392500,390001,395001,392501,4963,4930,NA,NA,NA,NA,NA,NA
HE671269,397500,395001,400001,397501,4513,3491,NA,NA,NA,NA,NA,NA
HE671269,402500,400001,405001,402501,4937,4530,NA,NA,NA,NA,NA,NA
HE671269,407500,405001,410001,407501,4964,4929,NA,NA,NA,NA,NA,NA
HE671269,412500,410001,415001,412501,4891,4315,NA,NA,NA,NA,NA,NA
HE671269,417500,415001,420001,417501,4914,4739,NA,NA,NA,NA,NA,NA
HE671269,422500,420001,425001,422501,4791,4671,NA,NA,NA,NA,NA,NA
HE671269,427500,425001,430001,427501,4623,4099,NA,NA,NA,NA,NA,NA
HE671269,432500,430001,435001,432501,4773,3993,NA,NA,NA,NA,NA,NA
HE671269,437500,435001,440001,437188,2827,2601,NA,NA,NA,NA,NA,NA
HE671269,442500,440001,445001,442522,4751,4677,NA,NA,NA,NA,NA,NA
HE671269,447500,445001,450001,447501,4997,4992,NA,NA,NA,NA,NA,NA
HE671269,452500,450001,455001,452501,4972,4877,NA,NA,NA,NA,NA,NA
HE671269,457500,455001,460001,457501,4965,4856,NA,NA,NA,NA,NA,NA
HE671269,462500,460001,465001,462501,4993,4962,NA,NA,NA,NA,NA,NA
HE671269,467500,465001,470001,467501,3714,3489,NA,NA,NA,NA,NA,NA
HE671269,472500,470001,475001,472501,3783,3413,NA,NA,NA,NA,NA,NA
HE671269,477500,475001,480001,477501,4925,4838,NA,NA,NA,NA,NA,NA
HE671269,482500,480001,485001,482501,4990,4958,NA,NA,NA,NA,NA,NA
HE671269,487500,485001,490001,487501,4841,4519,NA,NA,NA,NA,NA,NA
HE671269,492500,490001,495001,492501,4893,4757,NA,NA,NA,NA,NA,NA
HE671269,497500,495001,500001,497501,4942,4891,NA,NA,NA,NA,NA,NA
HE671269,502500,500001,505001,502501,4936,4735,NA,NA,NA,NA,NA,NA
HE671269,507500,505001,510001,507501,4851,3954,NA,NA,NA,NA,NA,NA
HE671269,512500,510001,515001,512501,4946,4707,NA,NA,NA,NA,NA,NA
HE671269,517500,515001,520001,517501,4893,4370,NA,NA,NA,NA,NA,NA
HE671269,522500,520001,525001,522501,4956,4935,NA,NA,NA,NA,NA,NA
HE671269,527500,525001,530001,527501,4590,4320,NA,NA,NA,NA,NA,NA
HE671269,532500,530001,535001,532501,4942,4499,NA,NA,NA,NA,NA,NA
HE671269,537500,535001,540001,537501,4945,4694,NA,NA,NA,NA,NA,NA
HE671269,542500,540001,545001,542501,4754,4475,NA,NA,NA,NA,NA,NA
HE671269,547500,545001,550001,547501,2401,1135,NA,NA,NA,NA,NA,NA
HE671269,552500,550001,555001,552501,4541,3501,NA,NA,NA,NA,NA,NA
HE671269,557500,555001,560001,557501,4762,4042,NA,NA,NA,NA,NA,NA
HE671269,562500,560001,565001,562501,4980,4721,NA,NA,NA,NA,NA,NA
HE671269,567500,565001,570001,567501,4968,4844,NA,NA,NA,NA,NA,NA
HE671269,572500,570001,575001,572488,4888,4547,NA,NA,NA,NA,NA,NA
HE671269,577500,575001,580001,577501,4997,4905,NA,NA,NA,NA,NA,NA
HE671269,582500,580001,585001,582501,4998,4973,NA,NA,NA,NA,NA,NA
HE671269,587500,585001,590001,587501,5000,5000,NA,NA,NA,NA,NA,NA
HE671269,592500,590001,595001,592501,4625,4621,NA,NA,NA,NA,NA,NA
HE671269,597500,595001,600001,597349,4429,4267,NA,NA,NA,NA,NA,NA
HE671269,602500,600001,605001,603818,2301,2203,NA,NA,NA,NA,NA,NA
HE671269,607500,605001,610001,607501,4982,4778,NA,NA,NA,NA,NA,NA
HE671269,612500,610001,615001,612501,4991,4907,NA,NA,NA,NA,NA,NA
HE671269,617500,615001,620001,617501,4943,4791,NA,NA,NA,NA,NA,NA
HE671269,622500,620001,625001,622501,4968,4944,NA,NA,NA,NA,NA,NA
HE671269,627500,625001,630001,627501,4952,4792,NA,NA,NA,NA,NA,NA
HE671269,632500,630001,635001,632501,4978,4891,NA,NA,NA,NA,NA,NA
HE671269,637500,635001,640001,637501,4988,4955,NA,NA,NA,NA,NA,NA
HE671269,642500,640001,645001,642443,4816,4514,NA,NA,NA,NA,NA,NA
HE671269,647500,645001,650001,647542,4863,4733,NA,NA,NA,NA,NA,NA
HE671269,652500,650001,655001,650287,142,NA,NA,NA,NA,NA,NA,NA
HE671267,2500,1,5001,2585,4658,4462,NA,NA,NA,NA,NA,NA
HE671267,7500,5001,10001,7501,4891,4576,NA,NA,NA,NA,NA,NA
HE671267,12500,10001,15001,12501,4936,4851,NA,NA,NA,NA,NA,NA
HE671267,17500,15001,20001,17501,4397,3832,NA,NA,NA,NA,NA,NA
HE671267,22500,20001,25001,22501,5000,4990,NA,NA,NA,NA,NA,NA
HE671267,27500,25001,30001,27501,4828,4754,NA,NA,NA,NA,NA,NA
HE671267,32500,30001,35001,32501,4538,4122,NA,NA,NA,NA,NA,NA
HE671267,37500,35001,40001,37501,4983,4914,NA,NA,NA,NA,NA,NA
HE671267,42500,40001,45001,42501,4752,3859,NA,NA,NA,NA,NA,NA
HE671267,47500,45001,50001,47501,4995,4931,NA,NA,NA,NA,NA,NA
HE671267,52500,50001,55001,52501,4909,4771,NA,NA,NA,NA,NA,NA
HE671267,57500,55001,60001,57501,4984,4887,NA,NA,NA,NA,NA,NA
HE671267,62500,60001,65001,62494,4787,3855,NA,NA,NA,NA,NA,NA
HE671267,67500,65001,70001,67503,4969,4862,NA,NA,NA,NA,NA,NA
HE671267,72500,70001,75001,70144,286,NA,NA,NA,NA,NA,NA,NA
HE671265,2500,1,5001,2899,4171,4040,NA,NA,NA,NA,NA,NA
HE671265,7500,5001,10001,7501,4923,4370,NA,NA,NA,NA,NA,NA
HE671265,12500,10001,15001,12501,4579,4062,NA,NA,NA,NA,NA,NA
HE671265,17500,15001,20001,17501,3848,3503,NA,NA,NA,NA,NA,NA
HE671265,22500,20001,25001,21548,2289,1885,NA,NA,NA,NA,NA,NA
HE671265,27500,25001,30001,27509,2439,1336,NA,NA,NA,NA,NA,NA
