#chrom	blockRange	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA
8	1374	56	80	56	80	56	80	56	80
8	1375	85	96	85	96	85	96	85	96
8	1376	63	45	63	45	63	45	63	45
8	1377	89	82	89	82	89	82	89	82
8	1378	72	100	72	100	72	100	72	100
8	1379	76	56	76	56	76	56	76	56
8	1380	92	89	92	89	92	89	92	89
8	1381	112	51	112	51	112	51	112	51
8	1382	76	74	76	74	76	74	76	74
8	1383	95	74	95	74	95	74	95	74
8	1384	67	87	67	87	67	87	67	87
8	1385	45	86	45	86	45	86	45	86
8	1386	50	50	50	50	50	50	50	50
8	1387	67	115	67	115	67	115	67	115
8	1388	64	71	64	71	64	71	64	71
8	1389	58	83	58	83	58	83	58	83
8	1390	91	107	91	107	91	107	91	107
8	1391	51	77	51	77	51	77	51	77
8	1392	84	90	84	90	84	90	84	90
8	1393	71	58	71	58	71	58	71	58
8	1394	80	77	80	77	80	77	80	77
8	1395	91	114	91	114	91	114	91	114
8	1396	97	105	97	105	97	105	97	105
8	1397	72	114	72	114	72	114	72	114
8	1398	67	82	67	82	67	82	67	82
8	1399	53	79	53	79	53	79	53	79
8	1400	52	42	52	42	52	42	52	42
8	1401	47	64	47	64	47	64	47	64
8	1402	57	58	57	58	57	58	57	58
8	1403	47	105	47	105	47	105	47	105
8	1404	83	87	83	87	83	87	83	87
8	1405	94	112	94	112	94	112	94	112
8	1406	79	76	79	76	79	76	79	76
8	1407	74	84	74	84	74	84	74	84
8	1408	69	64	69	64	69	64	69	64
8	1409	58	67	58	67	58	67	58	67
8	1410	86	95	86	95	86	95	86	95
8	1411	88	144	88	144	88	144	88	144
8	1412	143	190	143	190	143	190	143	190
8	1413	95	125	95	125	95	125	95	125
8	1414	170	232	170	232	170	232	170	232
8	1415	190	448	190	448	190	448	190	448
9	1416	134	266	134	266	134	266	134	266
9	1417	79	60	79	60	79	60	79	60
9	1418	59	76	59	76	59	76	59	76
9	1419	86	73	86	73	86	73	86	73
9	1420	65	66	65	66	65	66	65	66
9	1421	65	65	65	65	65	65	65	65
9	1422	108	95	108	95	108	95	108	95
9	1423	82	102	82	102	82	102	82	102
9	1424	60	58	60	58	60	58	60	58
9	1425	66	58	66	58	66	58	66	58
9	1426	55	91	55	91	55	91	55	91
9	1427	70	82	70	82	70	82	70	82
9	1428	90	131	90	131	90	131	90	131
9	1429	78	101	78	101	78	101	78	101
9	1430	90	104	90	104	90	104	90	104
9	1431	35	30	35	30	35	30	35	30
9	1432	59	73	59	73	59	73	59	73
9	1433	15	27	15	27	15	27	15	27
9	1434	61	56	61	56	61	56	61	56
9	1435	33	67	33	67	33	67	33	67
9	1436	31	43	31	43	31	43	31	43
9	1437	49	75	49	75	49	75	49	75
9	1438	39	60	39	60	39	60	39	60
9	1439	57	45	57	45	57	45	57	45
9	1440	40	85	40	85	40	85	40	85
9	1441	96	140	96	140	96	140	96	140
9	1442	52	108	52	108	52	108	52	108
9	1443	44	44	44	44	44	44	44	44
9	1444	32	69	32	69	32	69	32	69
9	1445	40	63	40	63	40	63	40	63
9	1446	34	72	34	72	34	72	34	72
9	1447	62	62	62	62	62	62	62	62
9	1448	46	59	46	59	46	59	46	59
9	1449	43	50	43	50	43	50	43	50
9	1450	46	6	46	6	46	6	46	6
9	1451	34	13	34	13	34	13	34	13
9	1452	33	51	33	51	33	51	33	51
9	1453	69	123	69	123	69	123	69	123
9	1454	40	53	40	53	40	53	40	53
9	1455	70	65	70	65	70	65	70	65
9	1456	53	73	53	73	53	73	53	73
9	1457	61	79	61	79	61	79	61	79
9	1458	85	74	85	74	85	74	85	74
9	1459	60	59	60	59	60	59	60	59
9	1460	68	83	68	83	68	83	68	83
9	1461	111	53	111	53	111	53	111	53
9	1462	77	81	77	81	77	81	77	81
9	1463	56	69	56	69	56	69	56	69
9	1464	53	66	53	66	53	66	53	66
9	1465	85	76	85	76	85	76	85	76
9	1466	75	93	75	93	75	93	75	93
9	1467	54	66	54	66	54	66	54	66
9	1468	53	65	53	65	53	65	53	65
9	1469	49	69	49	69	49	69	49	69
9	1470	52	69	52	69	52	69	52	69
9	1471	49	67	49	67	49	67	49	67
9	1472	52	85	52	85	52	85	52	85
9	1473	58	78	58	78	58	78	58	78
9	1474	75	76	75	76	75	76	75	76
9	1475	70	66	70	66	70	66	70	66
9	1476	54	57	54	57	54	57	54	57
9	1477	52	93	52	93	52	93	52	93
9	1478	35	48	35	48	35	48	35	48
9	1479	64	81	64	81	64	81	64	81
9	1480	51	60	51	60	51	60	51	60
9	1481	78	59	78	59	78	59	78	59
9	1482	57	70	57	70	57	70	57	70
9	1483	63	83	63	83	63	83	63	83
9	1484	45	90	45	90	45	90	45	90
9	1485	46	75	46	75	46	75	46	75
9	1486	55	57	55	57	55	57	55	57
9	1487	66	97	66	97	66	97	66	97
9	1488	85	79	85	79	85	79	85	79
9	1489	52	56	52	56	52	56	52	56
9	1490	66	67	66	67	66	67	66	67
9	1491	43	80	43	80	43	80	43	80
9	1492	91	121	91	121	91	121	91	121
9	1493	67	50	67	50	67	50	67	50
9	1494	72	56	72	56	72	56	72	56
9	1495	36	54	36	54	36	54	36	54
9	1496	58	68	58	68	58	68	58	68
9	1497	72	104	72	104	72	104	72	104
9	1498	50	108	50	108	50	108	50	108
9	1499	65	93	65	93	65	93	65	93
9	1500	70	79	70	79	70	79	70	79
9	1501	52	101	52	101	52	101	52	101
9	1502	50	70	50	70	50	70	50	70
9	1503	54	67	54	67	54	67	54	67
9	1504	75	86	75	86	75	86	75	86
9	1505	69	115	69	115	69	115	69	115
9	1506	68	89	68	89	68	89	68	89
9	1507	66	100	66	100	66	100	66	100
9	1508	68	62	68	62	68	62	68	62
9	1509	48	108	48	108	48	108	48	108
9	1510	76	78	76	78	76	78	76	78
9	1511	72	85	72	85	72	85	72	85
9	1512	45	67	45	67	45	67	45	67
9	1513	51	83	51	83	51	83	51	83
9	1514	55	71	55	71	55	71	55	71
9	1515	92	90	92	90	92	90	92	90
9	1516	103	111	103	111	103	111	103	111
9	1517	69	72	69	72	69	72	69	72
9	1518	107	93	107	93	107	93	107	93
9	1519	58	94	58	94	58	94	58	94
9	1520	62	59	62	59	62	59	62	59
9	1521	53	73	53	73	53	73	53	73
9	1522	94	90	94	90	94	90	94	90
9	1523	70	99	70	99	70	99	70	99
9	1524	103	95	103	95	103	95	103	95
9	1525	57	120	57	120	57	120	57	120
9	1526	50	137	50	137	50	137	50	137
9	1527	81	87	81	87	81	87	81	87
9	1528	47	70	47	70	47	70	47	70
9	1529	55	55	55	55	55	55	55	55
9	1530	41	57	41	57	41	57	41	57
9	1531	57	77	57	77	57	77	57	77
9	1532	82	99	82	99	82	99	82	99
9	1533	68	106	68	106	68	106	68	106
9	1534	83	95	83	95	83	95	83	95
9	1535	75	80	75	80	75	80	75	80
9	1536	88	101	88	101	88	101	88	101
9	1537	77	92	77	92	77	92	77	92
10	1538	248	53	248	53	248	53	248	53
10	1539	193	58	193	58	193	58	193	58
10	1540	185	33	185	33	185	33	185	33
10	1541	210	39	210	39	210	39	210	39
10	1542	212	52	212	52	212	52	212	52
10	1543	210	98	210	98	210	98	210	98
10	1544	162	141	162	141	162	141	162	141
10	1545	161	107	161	107	161	107	161	107
10	1546	165	178	165	178	165	178	165	178
10	1547	145	86	145	86	145	86	145	86
10	1548	195	120	195	120	195	120	195	120
10	1549	180	72	180	72	180	72	180	72
10	1550	202	131	202	131	202	131	202	131
10	1551	142	149	142	149	142	149	142	149
10	1552	137	140	137	140	137	140	137	140
10	1553	139	63	139	63	139	63	139	63
10	1554	74	101	74	101	74	101	74	101
10	1555	255	126	255	126	255	126	255	126
10	1556	184	115	184	115	184	115	184	115
10	1557	160	119	160	119	160	119	160	119
10	1558	126	101	126	101	126	101	126	101
10	1559	124	154	124	154	124	154	124	154
10	1560	189	160	189	160	189	160	189	160
10	1561	140	158	140	158	140	158	140	158
10	1562	121	80	121	80	121	80	121	80
10	1563	79	68	79	68	79	68	79	68
10	1564	171	171	171	171	171	171	171	171
10	1565	179	150	179	150	179	150	179	150
10	1566	178	248	178	248	178	248	178	248
10	1567	155	168	155	168	155	168	155	168
10	1568	229	152	229	152	229	152	229	152
10	1569	181	89	181	89	181	89	181	89
10	1570	467	528	467	528	467	528	467	528
10	1571	121	90	121	90	121	90	121	90
10	1572	105	120	105	120	105	120	105	120
10	1573	240	275	240	275	240	275	240	275
10	1574	247	231	247	231	247	231	247	231
10	1575	206	201	206	201	206	201	206	201
10	1576	155	131	155	131	155	131	155	131
10	1577	142	138	142	138	142	138	142	138
10	1578	88	113	88	113	88	113	88	113
10	1579	133	221	133	221	133	221	133	221
10	1580	250	175	250	175	250	175	250	175
10	1581	166	122	166	122	166	122	166	122
10	1582	152	126	152	126	152	126	152	126
10	1583	106	125	106	125	106	125	106	125
10	1584	70	67	70	67	70	67	70	67
10	1585	97	95	97	95	97	95	97	95
10	1586	128	94	128	94	128	94	128	94
10	1587	54	65	54	65	54	65	54	65
10	1588	93	86	93	86	93	86	93	86
10	1589	87	126	87	126	87	126	87	126
10	1590	132	77	132	77	132	77	132	77
10	1591	90	93	90	93	90	93	90	93
10	1592	130	119	130	119	130	119	130	119
10	1593	154	172	154	172	154	172	154	172
10	1594	73	106	73	106	73	106	73	106
10	1595	116	123	116	123	116	123	116	123
10	1596	139	127	139	127	139	127	139	127
10	1597	145	115	145	115	145	115	145	115
10	1598	110	116	110	116	110	116	110	116
10	1599	65	86	65	86	65	86	65	86
10	1600	172	152	172	152	172	152	172	152
10	1601	95	112	95	112	95	112	95	112
10	1602	104	164	104	164	104	164	104	164
10	1603	156	192	156	192	156	192	156	192
10	1604	153	203	153	203	153	203	153	203
10	1605	189	174	189	174	189	174	189	174
10	1606	243	153	243	153	243	153	243	153
10	1607	233	175	233	175	233	175	233	175
10	1608	150	98	150	98	150	98	150	98
10	1609	119	131	119	131	119	131	119	131
10	1610	205	236	205	236	205	236	205	236
10	1611	185	235	185	235	185	235	185	235
10	1612	195	240	195	240	195	240	195	240
10	1613	166	235	166	235	166	235	166	235
10	1614	196	191	196	191	196	191	196	191
10	1615	174	98	174	98	174	98	174	98
10	1616	184	162	184	162	184	162	184	162
10	1617	135	163	135	163	135	163	135	163
10	1618	156	151	156	151	156	151	156	151
10	1619	163	159	163	159	163	159	163	159
10	1620	114	126	114	126	114	126	114	126
10	1621	147	146	147	146	147	146	147	146
10	1622	118	147	118	147	118	147	118	147
10	1623	89	114	89	114	89	114	89	114
10	1624	148	95	148	95	148	95	148	95
10	1625	180	101	180	101	180	101	180	101
10	1626	164	112	164	112	164	112	164	112
10	1627	147	113	147	113	147	113	147	113
10	1628	134	141	134	141	134	141	134	141
10	1629	119	104	119	104	119	104	119	104
10	1630	136	88	136	88	136	88	136	88
10	1631	84	136	84	136	84	136	84	136
10	1632	108	107	108	107	108	107	108	107
10	1633	121	83	121	83	121	83	121	83
10	1634	169	98	169	98	169	98	169	98
10	1635	153	132	153	132	153	132	153	132
10	1636	213	128	213	128	213	128	213	128
10	1637	107	133	107	133	107	133	107	133
10	1638	131	130	131	130	131	130	131	130
10	1639	140	168	140	168	140	168	140	168
10	1640	182	193	182	193	182	193	182	193
10	1641	225	215	225	215	225	215	225	215
10	1642	230	219	230	219	230	219	230	219
10	1643	172	214	172	214	172	214	172	214
10	1644	197	207	197	207	197	207	197	207
10	1645	163	227	163	227	163	227	163	227
10	1646	140	241	140	241	140	241	140	241
10	1647	138	103	138	103	138	103	138	103
10	1648	95	153	95	153	95	153	95	153
10	1649	106	131	106	131	106	131	106	131
10	1650	149	146	149	146	149	146	149	146
10	1651	169	154	169	154	169	154	169	154
10	1652	181	122	181	122	181	122	181	122
10	1653	141	156	141	156	141	156	141	156
10	1654	116	147	116	147	116	147	116	147
10	1655	102	105	102	105	102	105	102	105
10	1656	116	102	116	102	116	102	116	102
10	1657	128	178	128	178	128	178	128	178
10	1658	149	117	149	117	149	117	149	117
10	1659	114	116	114	116	114	116	114	116
10	1660	68	139	68	139	68	139	68	139
10	1661	218	135	218	135	218	135	218	135
10	1662	201	137	201	137	201	137	201	137
10	1663	127	87	127	87	127	87	127	87
10	1664	80	82	80	82	80	82	80	82
10	1665	126	109	126	109	126	109	126	109
10	1666	133	88	133	88	133	88	133	88
10	1667	126	147	126	147	126	147	126	147
10	1668	139	147	139	147	139	147	139	147
10	1669	178	175	178	175	178	175	178	175
10	1670	177	193	177	193	177	193	177	193
10	1671	180	143	180	143	180	143	180	143
10	1672	201	230	201	230	201	230	201	230
10	1673	281	329	281	329	281	329	281	329
10	1674	183	211	183	211	183	211	183	211
10	1675	182	167	182	167	182	167	182	167
11	1676	386	429	386	429	386	429	386	429
11	1677	77	56	77	56	77	56	77	56
11	1678	158	45	158	45	158	45	158	45
11	1679	32	67	32	67	32	67	32	67
11	1680	110	61	110	61	110	61	110	61
11	1681	117	148	117	148	117	148	117	148
11	1682	62	40	62	40	62	40	62	40
11	1683	83	76	83	76	83	76	83	76
11	1684	126	53	126	53	126	53	126	53
11	1685	111	73	111	73	111	73	111	73
11	1686	69	97	69	97	69	97	69	97
11	1687	59	127	59	127	59	127	59	127
11	1688	130	129	130	129	130	129	130	129
11	1689	132	156	132	156	132	156	132	156
11	1690	96	112	96	112	96	112	96	112
11	1691	125	145	125	145	125	145	125	145
11	1692	111	101	111	101	111	101	111	101
11	1693	150	103	150	103	150	103	150	103
11	1694	198	212	198	212	198	212	198	212
11	1695	175	166	175	166	175	166	175	166
11	1696	181	205	181	205	181	205	181	205
11	1697	132	135	132	135	132	135	132	135
11	1698	190	183	190	183	190	183	190	183
11	1699	169	174	169	174	169	174	169	174
11	1700	101	82	101	82	101	82	101	82
11	1701	142	111	142	111	142	111	142	111
11	1702	147	268	147	268	147	268	147	268
11	1703	96	158	96	158	96	158	96	158
11	1704	141	158	141	158	141	158	141	158
11	1705	125	206	125	206	125	206	125	206
11	1706	116	111	116	111	116	111	116	111
11	1707	142	193	142	193	142	193	142	193
11	1708	134	176	134	176	134	176	134	176
11	1709	166	162	166	162	166	162	166	162
11	1710	109	181	109	181	109	181	109	181
11	1711	118	154	118	154	118	154	118	154
11	1712	127	105	127	105	127	105	127	105
11	1713	185	172	185	172	185	172	185	172
11	1714	145	121	145	121	145	121	145	121
11	1715	116	151	116	151	116	151	116	151
11	1716	67	37	67	37	67	37	67	37
11	1717	84	126	84	126	84	126	84	126
11	1718	81	116	81	116	81	116	81	116
11	1719	184	150	184	150	184	150	184	150
11	1720	152	80	152	80	152	80	152	80
11	1721	56	92	56	92	56	92	56	92
11	1722	96	107	96	107	96	107	96	107
11	1723	76	179	76	179	76	179	76	179
11	1724	139	122	139	122	139	122	139	122
11	1725	142	120	142	120	142	120	142	120
11	1726	128	131	128	131	128	131	128	131
11	1727	105	57	105	57	105	57	105	57
11	1728	78	210	78	210	78	210	78	210
11	1729	107	106	107	106	107	106	107	106
11	1730	102	117	102	117	102	117	102	117
11	1731	100	131	100	131	100	131	100	131
11	1732	129	133	129	133	129	133	129	133
11	1733	156	149	156	149	156	149	156	149
11	1734	116	129	116	129	116	129	116	129
11	1735	107	128	107	128	107	128	107	128
11	1736	138	152	138	152	138	152	138	152
11	1737	133	163	133	163	133	163	133	163
11	1738	144	174	144	174	144	174	144	174
11	1739	166	208	166	208	166	208	166	208
11	1740	167	127	167	127	167	127	167	127
11	1741	194	171	194	171	194	171	194	171
11	1742	188	193	188	193	188	193	188	193
11	1743	138	142	138	142	138	142	138	142
11	1744	97	158	97	158	97	158	97	158
11	1745	84	135	84	135	84	135	84	135
11	1746	114	115	114	115	114	115	114	115
11	1747	110	137	110	137	110	137	110	137
11	1748	98	66	98	66	98	66	98	66
11	1749	57	89	57	89	57	89	57	89
11	1750	162	88	162	88	162	88	162	88
11	1751	117	109	117	109	117	109	117	109
11	1752	108	142	108	142	108	142	108	142
11	1753	123	122	123	122	123	122	123	122
11	1754	100	164	100	164	100	164	100	164
11	1755	113	145	113	145	113	145	113	145
11	1756	77	159	77	159	77	159	77	159
11	1757	127	132	127	132	127	132	127	132
11	1758	110	97	110	97	110	97	110	97
11	1759	110	74	110	74	110	74	110	74
11	1760	122	158	122	158	122	158	122	158
11	1761	145	133	145	133	145	133	145	133
11	1762	118	136	118	136	118	136	118	136
11	1763	147	128	147	128	147	128	147	128
11	1764	134	112	134	112	134	112	134	112
11	1765	102	103	102	103	102	103	102	103
11	1766	138	123	138	123	138	123	138	123
11	1767	102	146	102	146	102	146	102	146
11	1768	176	136	176	136	176	136	176	136
11	1769	161	111	161	111	161	111	161	111
11	1770	205	188	205	188	205	188	205	188
11	1771	149	161	149	161	149	161	149	161
11	1772	175	180	175	180	175	180	175	180
11	1773	128	121	128	121	128	121	128	121
11	1774	133	157	133	157	133	157	133	157
11	1775	110	127	110	127	110	127	110	127
11	1776	112	164	112	164	112	164	112	164
11	1777	125	91	125	91	125	91	125	91
11	1778	144	173	144	173	144	173	144	173
11	1779	156	176	156	176	156	176	156	176
11	1780	125	159	125	159	125	159	125	159
11	1781	60	102	60	102	60	102	60	102
11	1782	65	79	65	79	65	79	65	79
11	1783	62	52	62	52	62	52	62	52
11	1784	72	49	72	49	72	49	72	49
11	1785	84	146	84	146	84	146	84	146
11	1786	190	161	190	161	190	161	190	161
11	1787	157	136	157	136	157	136	157	136
11	1788	141	122	141	122	141	122	141	122
11	1789	97	130	97	130	97	130	97	130
11	1790	102	103	102	103	102	103	102	103
11	1791	133	84	133	84	133	84	133	84
11	1792	178	167	178	167	178	167	178	167
11	1793	153	223	153	223	153	223	153	223
11	1794	213	237	213	237	213	237	213	237
11	1795	170	207	170	207	170	207	170	207
11	1796	184	254	184	254	184	254	184	254
11	1797	171	162	171	162	171	162	171	162
11	1798	248	106	248	106	248	106	248	106
11	1799	161	144	161	144	161	144	161	144
11	1800	179	159	179	159	179	159	179	159
11	1801	159	124	159	124	159	124	159	124
11	1802	147	181	147	181	147	181	147	181
11	1803	185	206	185	206	185	206	185	206
11	1804	100	134	100	134	100	134	100	134
11	1805	191	167	191	167	191	167	191	167
11	1806	161	191	161	191	161	191	161	191
11	1807	183	132	183	132	183	132	183	132
11	1808	119	132	119	132	119	132	119	132
11	1809	137	123	137	123	137	123	137	123
11	1810	162	169	162	169	162	169	162	169
11	1811	135	217	135	217	135	217	135	217
11	1812	212	169	212	169	212	169	212	169
11	1813	211	236	211	236	211	236	211	236
11	1814	209	198	209	198	209	198	209	198
11	1815	164	187	164	187	164	187	164	187
11	1816	189	200	189	200	189	200	189	200
11	1817	230	248	230	248	230	248	230	248
11	1818	244	263	244	263	244	263	244	263
11	1819	179	240	179	240	179	240	179	240
11	1820	176	256	176	256	176	256	176	256
11	1821	310	262	310	262	310	262	310	262
11	1822	338	284	338	284	338	284	338	284
11	1823	227	220	227	220	227	220	227	220
12	1824	230	219	230	219	230	219	230	219
12	1825	211	260	211	260	211	260	211	260
12	1826	104	99	104	99	104	99	104	99
12	1827	140	119	140	119	140	119	140	119
12	1828	185	290	185	290	185	290	185	290
12	1829	113	63	113	63	113	63	113	63
12	1830	101	103	101	103	101	103	101	103
12	1831	92	64	92	64	92	64	92	64
12	1832	42	74	42	74	42	74	42	74
12	1833	81	88	81	88	81	88	81	88
12	1834	111	110	111	110	111	110	111	110
12	1835	82	102	82	102	82	102	82	102
12	1836	81	119	81	119	81	119	81	119
12	1837	107	141	107	141	107	141	107	141
12	1838	39	58	39	58	39	58	39	58
12	1839	119	84	119	84	119	84	119	84
12	1840	154	241	154	241	154	241	154	241
12	1841	154	185	154	185	154	185	154	185
12	1842	151	154	151	154	151	154	151	154
12	1843	130	156	130	156	130	156	130	156
12	1844	95	135	95	135	95	135	95	135
12	1845	93	114	93	114	93	114	93	114
12	1846	71	170	71	170	71	170	71	170
12	1847	73	105	73	105	73	105	73	105
12	1848	112	123	112	123	112	123	112	123
12	1849	109	136	109	136	109	136	109	136
12	1850	69	70	69	70	69	70	69	70
12	1851	130	145	130	145	130	145	130	145
12	1852	167	185	167	185	167	185	167	185
12	1853	209	158	209	158	209	158	209	158
12	1854	171	158	171	158	171	158	171	158
12	1855	99	111	99	111	99	111	99	111
12	1856	161	173	161	173	161	173	161	173
12	1857	169	209	169	209	169	209	169	209
12	1858	208	149	208	149	208	149	208	149
12	1859	211	213	211	213	211	213	211	213
12	1860	150	170	150	170	150	170	150	170
12	1861	225	243	225	243	225	243	225	243
12	1862	142	134	142	134	142	134	142	134
12	1863	164	134	164	134	164	134	164	134
12	1864	158	136	158	136	158	136	158	136
12	1865	180	130	180	130	180	130	180	130
12	1866	135	180	135	180	135	180	135	180
12	1867	160	173	160	173	160	173	160	173
12	1868	139	132	139	132	139	132	139	132
12	1869	150	92	150	92	150	92	150	92
12	1870	81	116	81	116	81	116	81	116
12	1871	105	111	105	111	105	111	105	111
12	1872	158	123	158	123	158	123	158	123
12	1873	76	283	76	283	76	283	76	283
12	1874	197	168	197	168	197	168	197	168
12	1875	158	198	158	198	158	198	158	198
12	1876	131	196	131	196	131	196	131	196
12	1877	174	170	174	170	174	170	174	170
12	1878	201	171	201	171	201	171	201	171
12	1879	109	121	109	121	109	121	109	121
12	1880	154	225	154	225	154	225	154	225
12	1881	175	136	175	136	175	136	175	136
12	1882	147	142	147	142	147	142	147	142
12	1883	128	104	128	104	128	104	128	104
12	1884	96	275	96	275	96	275	96	275
12	1885	121	145	121	145	121	145	121	145
12	1886	144	196	144	196	144	196	144	196
12	1887	159	88	159	88	159	88	159	88
12	1888	107	96	107	96	107	96	107	96
12	1889	83	150	83	150	83	150	83	150
12	1890	90	135	90	135	90	135	90	135
12	1891	141	107	141	107	141	107	141	107
12	1892	122	93	122	93	122	93	122	93
12	1893	108	39	108	39	108	39	108	39
12	1894	79	105	79	105	79	105	79	105
12	1895	110	114	110	114	110	114	110	114
12	1896	92	85	92	85	92	85	92	85
12	1897	139	123	139	123	139	123	139	123
12	1898	94	89	94	89	94	89	94	89
12	1899	121	87	121	87	121	87	121	87
12	1900	185	127	185	127	185	127	185	127
12	1901	124	152	124	152	124	152	124	152
12	1902	179	167	179	167	179	167	179	167
12	1903	103	86	103	86	103	86	103	86
12	1904	206	78	206	78	206	78	206	78
12	1905	141	65	141	65	141	65	141	65
12	1906	114	78	114	78	114	78	114	78
12	1907	163	133	163	133	163	133	163	133
12	1908	122	131	122	131	122	131	122	131
12	1909	96	194	96	194	96	194	96	194
12	1910	116	116	116	116	116	116	116	116
12	1911	68	113	68	113	68	113	68	113
12	1912	198	104	198	104	198	104	198	104
12	1913	173	117	173	117	173	117	173	117
12	1914	177	139	177	139	177	139	177	139
12	1915	176	95	176	95	176	95	176	95
12	1916	205	201	205	201	205	201	205	201
12	1917	149	132	149	132	149	132	149	132
12	1918	91	112	91	112	91	112	91	112
12	1919	114	86	114	86	114	86	114	86
12	1920	132	134	132	134	132	134	132	134
12	1921	154	110	154	110	154	110	154	110
12	1922	92	92	92	92	92	92	92	92
12	1923	117	161	117	161	117	161	117	161
12	1924	135	143	135	143	135	143	135	143
12	1925	164	147	164	147	164	147	164	147
12	1926	150	180	150	180	150	180	150	180
12	1927	149	140	149	140	149	140	149	140
12	1928	116	115	116	115	116	115	116	115
12	1929	188	146	188	146	188	146	188	146
12	1930	208	151	208	151	208	151	208	151
12	1931	143	172	143	172	143	172	143	172
12	1932	222	183	222	183	222	183	222	183
12	1933	224	179	224	179	224	179	224	179
12	1934	209	171	209	171	209	171	209	171
12	1935	173	105	173	105	173	105	173	105
12	1936	103	120	103	120	103	120	103	120
12	1937	151	164	151	164	151	164	151	164
12	1938	184	186	184	186	184	186	184	186
12	1939	135	138	135	138	135	138	135	138
12	1940	155	117	155	117	155	117	155	117
12	1941	79	364	79	364	79	364	79	364
12	1942	123	125	123	125	123	125	123	125
12	1943	191	196	191	196	191	196	191	196
12	1944	173	152	173	152	173	152	173	152
12	1945	145	202	145	202	145	202	145	202
12	1946	187	156	187	156	187	156	187	156
12	1947	213	216	213	216	213	216	213	216
12	1948	184	193	184	193	184	193	184	193
12	1949	183	155	183	155	183	155	183	155
12	1950	150	141	150	141	150	141	150	141
12	1951	131	121	131	121	131	121	131	121
12	1952	136	148	136	148	136	148	136	148
12	1953	106	143	106	143	106	143	106	143
12	1954	129	126	129	126	129	126	129	126
12	1955	120	185	120	185	120	185	120	185
12	1956	144	180	144	180	144	180	144	180
12	1957	153	121	153	121	153	121	153	121
12	1958	123	154	123	154	123	154	123	154
12	1959	117	138	117	138	117	138	117	138
12	1960	161	222	161	222	161	222	161	222
12	1961	237	220	237	220	237	220	237	220
12	1962	204	199	204	199	204	199	204	199
12	1963	215	269	215	269	215	269	215	269
12	1964	345	278	345	278	345	278	345	278
12	1965	278	254	278	254	278	254	278	254
12	1966	301	275	301	275	301	275	301	275
12	1967	323	298	323	298	323	298	323	298
13	1968	350	347	350	347	350	347	350	347
13	1969	48	52	48	52	48	52	48	52
13	1970	61	63	61	63	61	63	61	63
13	1971	75	38	75	38	75	38	75	38
13	1972	45	68	45	68	45	68	45	68
13	1973	97	43	97	43	97	43	97	43
13	1974	36	44	36	44	36	44	36	44
13	1975	80	72	80	72	80	72	80	72
13	1976	53	91	53	91	53	91	53	91
13	1977	93	69	93	69	93	69	93	69
13	1978	55	59	55	59	55	59	55	59
13	1979	91	71	91	71	91	71	91	71
13	1980	125	100	125	100	125	100	125	100
13	1981	124	127	124	127	124	127	124	127
13	1982	161	164	161	164	161	164	161	164
13	1983	180	125	180	125	180	125	180	125
13	1984	92	114	92	114	92	114	92	114
13	1985	88	77	88	77	88	77	88	77
13	1986	135	69	135	69	135	69	135	69
13	1987	125	89	125	89	125	89	125	89
13	1988	97	132	97	132	97	132	97	132
13	1989	172	147	172	147	172	147	172	147
13	1990	163	193	163	193	163	193	163	193
13	1991	173	172	173	172	173	172	173	172
13	1992	191	195	191	195	191	195	191	195
13	1993	170	156	170	156	170	156	170	156
13	1994	124	176	124	176	124	176	124	176
13	1995	160	133	160	133	160	133	160	133
13	1996	154	239	154	239	154	239	154	239
13	1997	159	133	159	133	159	133	159	133
13	1998	155	106	155	106	155	106	155	106
13	1999	109	173	109	173	109	173	109	173
13	2000	143	148	143	148	143	148	143	148
13	2001	184	201	184	201	184	201	184	201
13	2002	153	201	153	201	153	201	153	201
13	2003	142	132	142	132	142	132	142	132
13	2004	150	135	150	135	150	135	150	135
13	2005	115	108	115	108	115	108	115	108
13	2006	163	179	163	179	163	179	163	179
13	2007	158	146	158	146	158	146	158	146
13	2008	201	177	201	177	201	177	201	177
13	2009	163	114	163	114	163	114	163	114
13	2010	197	149	197	149	197	149	197	149
13	2011	132	136	132	136	132	136	132	136
13	2012	175	196	175	196	175	196	175	196
13	2013	112	124	112	124	112	124	112	124
13	2014	141	102	141	102	141	102	141	102
13	2015	163	185	163	185	163	185	163	185
13	2016	172	186	172	186	172	186	172	186
13	2017	138	108	138	108	138	108	138	108
13	2018	164	162	164	162	164	162	164	162
13	2019	101	148	101	148	101	148	101	148
13	2020	149	153	149	153	149	153	149	153
13	2021	145	108	145	108	145	108	145	108
13	2022	125	166	125	166	125	166	125	166
13	2023	90	232	90	232	90	232	90	232
13	2024	121	251	121	251	121	251	121	251
13	2025	84	128	84	128	84	128	84	128
13	2026	127	91	127	91	127	91	127	91
13	2027	203	194	203	194	203	194	203	194
13	2028	201	210	201	210	201	210	201	210
13	2029	148	172	148	172	148	172	148	172
13	2030	142	197	142	197	142	197	142	197
13	2031	137	181	137	181	137	181	137	181
13	2032	178	241	178	241	178	241	178	241
13	2033	207	235	207	235	207	235	207	235
13	2034	119	158	119	158	119	158	119	158
13	2035	188	176	188	176	188	176	188	176
13	2036	154	133	154	133	154	133	154	133
13	2037	146	168	146	168	146	168	146	168
